"winner","avg_rating","rating_category","white_bishop_rem","white_knight_rem","white_pawn_rem","white_queen_rem","white_rook_rem","black_bishop_rem","black_knight_rem","black_pawn_rem","black_queen_rem","black_rook_rem"
"white",966.5,"Novice","0","0","1","0","1","0","0","1","0","1"
"white",1067,"Novice","2","2","7","1","1","2","2","6","1","2"
"black",1035,"Novice","1","1","7","1","2","2","1","6","0","2"
"black",1097.5,"Novice","2","2","6","1","2","1","1","8","1","2"
"white",1258,"ClassD","1","2","6","1","2","1","2","5","1","2"
"black",1005.5,"Novice","1","0","2","0","0","0","0","2","0","0"
"black",1141.5,"Novice","1","0","3","1","2","1","0","5","1","1"
"black",889,"Rookie","1","0","6","1","2","0","0","3","0","0"
"draw",1036.5,"Novice","0","0","3","0","2","0","0","3","0","2"
"white",1017.5,"Novice","0","0","3","1","2","1","0","5","1","1"
"white",1034.5,"Novice","1","0","4","0","1","2","0","2","0","1"
"black",1005,"Novice","2","1","6","0","2","0","1","5","1","2"
"black",979.5,"Novice","1","2","7","1","1","1","1","7","1","1"
"white",850,"Rookie","2","0","5","1","2","2","0","7","1","2"
"white",963,"Novice","2","1","6","1","2","2","1","7","1","2"
"black",1002,"Novice","2","0","6","1","2","0","1","7","0","2"
"black",946.5,"Novice","0","0","3","0","2","0","0","0","1","0"
"white",1045,"Novice","0","0","3","1","1","0","0","3","1","1"
"white",990,"Novice","1","2","7","0","2","1","2","7","1","2"
"white",1150,"Novice","0","0","5","0","1","0","0","3","0","1"
"white",1087,"Novice","0","2","3","1","0","1","0","6","1","2"
"draw",1032.5,"Novice","0","0","4","1","1","0","1","5","1","1"
"white",1015.5,"Novice","2","2","8","0","2","1","1","7","1","2"
"white",1226.5,"ClassD","0","0","4","1","1","0","1","6","1","1"
"white",1236,"ClassD","2","0","7","1","2","2","1","7","1","2"
"black",1226.5,"ClassD","0","0","5","0","0","0","0","0","0","0"
"black",1217.5,"ClassD","0","0","5","1","2","0","0","4","0","2"
"black",1234.5,"ClassD","0","1","1","1","0","0","0","2","0","0"
"draw",1849,"ClassA","0","1","6","0","1","1","0","6","0","1"
"white",1849,"ClassA","1","1","6","1","2","1","1","8","1","2"
"white",1849,"ClassA","1","1","5","1","2","1","1","7","1","2"
"black",1840,"ClassA","2","0","6","0","2","1","2","5","0","1"
"white",1540,"ClassC","1","1","6","1","1","1","1","5","1","1"
"black",1540,"ClassC","1","1","6","1","1","1","0","4","0","1"
"black",1635.5,"ClassB","2","1","6","1","1","1","2","6","1","0"
"white",1789,"ClassB","1","0","4","0","1","1","1","6","1","0"
"white",1816.5,"ClassA","0","0","4","0","2","0","1","4","0","2"
"black",1790.5,"ClassB","0","0","1","0","1","0","0","0","0","1"
"black",1819,"ClassA","0","1","5","1","1","0","0","5","1","1"
"black",1819,"ClassA","1","0","7","1","1","1","0","7","1","1"
"white",1779,"ClassB","0","0","4","1","2","1","0","6","1","2"
"white",1931,"ClassA","0","0","1","0","0","0","0","2","0","0"
"white",1885.5,"ClassA","0","0","5","1","2","1","0","5","1","2"
"white",1284,"ClassD","0","0","5","0","1","0","0","6","0","1"
"draw",1447,"ClassC","0","0","1","0","0","0","0","1","0","1"
"white",1325.5,"ClassD","1","0","5","1","2","0","1","8","1","2"
"draw",1287,"ClassD","0","0","0","0","1","0","0","0","0","1"
"white",1381.5,"ClassD","1","0","7","0","2","1","1","7","0","2"
"black",1379.5,"ClassD","1","2","5","1","2","1","1","5","1","2"
"black",1292,"ClassD","1","0","3","0","1","0","0","3","0","1"
"white",1406,"ClassC","0","0","2","0","1","0","1","5","0","1"
"white",1350,"ClassD","0","0","3","0","0","0","0","3","0","0"
"white",1304,"ClassD","0","0","2","0","0","0","0","2","0","0"
"white",1278.5,"ClassD","0","1","6","1","2","1","0","7","1","2"
"white",1290.5,"ClassD","2","1","7","1","2","1","1","8","1","2"
"black",1282.5,"ClassD","1","1","5","1","0","1","0","4","0","1"
"draw",1289,"ClassD","1","1","6","1","2","2","2","4","1","2"
"black",1418,"ClassC","1","0","4","0","0","0","0","4","0","0"
"black",1329.5,"ClassD","0","0","3","0","1","0","0","2","0","0"
"black",1232.5,"ClassD","0","0","2","0","0","0","0","0","0","0"
"white",1220.5,"ClassD","0","0","3","0","0","0","0","4","0","0"
"white",1234.5,"ClassD","2","2","6","1","2","2","2","7","1","2"
"black",1333,"ClassD","1","0","6","0","1","0","0","5","0","1"
"white",1180.5,"Novice","0","0","0","0","0","0","0","1","0","0"
"black",1339,"ClassD","1","0","6","1","2","2","0","5","0","2"
"white",1344.5,"ClassD","0","0","0","0","0","0","0","2","0","0"
"black",1352,"ClassD","0","0","4","0","0","0","0","2","0","0"
"white",1361,"ClassD","0","1","4","1","1","1","1","6","1","2"
"black",1373,"ClassD","2","1","6","1","1","0","0","5","1","1"
"white",1390.5,"ClassD","0","0","2","0","0","1","0","4","1","1"
"black",1290.5,"ClassD","0","0","4","0","0","0","0","0","0","0"
"white",1299.5,"ClassD","0","1","5","0","0","1","1","6","1","0"
"black",1311.5,"ClassD","0","2","7","1","2","1","0","4","1","1"
"white",1328.5,"ClassD","0","0","0","0","0","1","0","2","0","1"
"black",1360.5,"ClassD","1","0","5","0","1","0","0","2","0","0"
"black",1471.5,"ClassC","2","0","4","0","2","2","0","3","0","1"
"white",1500.5,"ClassC","0","0","4","0","1","1","0","5","0","1"
"white",1485,"ClassC","0","2","5","0","1","1","1","4","0","2"
"white",1345.5,"ClassD","0","1","4","0","0","0","0","5","0","1"
"black",1378.5,"ClassD","1","0","5","1","1","0","1","5","1","1"
"white",1329,"ClassD","1","0","5","0","1","2","0","3","0","1"
"black",1373.5,"ClassD","0","0","1","0","0","0","0","0","0","0"
"black",1224.5,"ClassD","2","2","5","1","2","1","0","3","0","1"
"white",1201,"ClassD","2","1","7","1","2","2","2","7","1","2"
"black",878,"Rookie","2","1","8","1","2","2","2","7","1","2"
"black",1114.5,"Novice","0","1","5","0","2","1","0","5","1","2"
"white",1166,"Novice","0","0","1","0","0","0","0","5","0","2"
"black",1004.5,"Novice","2","1","6","1","2","2","1","5","1","2"
"white",1341.5,"ClassD","1","2","7","1","2","2","2","7","1","2"
"black",1085,"Novice","0","1","5","1","0","0","0","2","0","1"
"white",1496.5,"ClassC","0","1","4","0","0","1","1","7","0","0"
"draw",1924,"ClassA","0","1","1","0","0","0","1","2","0","0"
"white",1882,"ClassA","0","1","2","0","1","1","0","4","0","1"
"white",1897.5,"ClassA","0","0","1","0","2","0","0","3","0","2"
"white",1955,"ClassA","0","1","5","1","0","1","2","4","1","1"
"white",1969.5,"ClassA","0","0","6","1","1","0","0","6","1","1"
"white",1857.5,"ClassA","0","1","1","0","0","0","1","5","0","0"
"white",1851.5,"ClassA","1","0","7","1","2","0","1","7","1","2"
"white",1853.5,"ClassA","1","0","4","1","1","1","1","5","1","1"
"white",734,"Rookie","1","1","8","1","2","2","1","8","1","2"
"draw",835.5,"Rookie","1","2","5","1","1","1","2","7","1","2"
"black",916,"Novice","2","0","7","1","2","1","1","7","1","2"
"black",1114.5,"Novice","1","2","7","1","2","1","1","4","1","2"
"draw",747,"Rookie","0","2","5","1","1","1","1","7","1","2"
"black",861.5,"Rookie","2","0","6","1","2","1","0","5","0","2"
"white",690,"Rookie","0","0","0","0","0","0","0","3","0","1"
"black",854.5,"Rookie","2","2","6","1","2","2","1","6","1","2"
"white",936,"Novice","0","0","2","0","1","0","2","6","1","1"
"black",1027.5,"Novice","2","1","6","1","2","1","1","6","1","2"
"draw",1160,"Novice","2","1","7","1","2","1","0","3","0","2"
"black",1101,"Novice","1","1","8","1","2","0","0","4","0","0"
"white",1119.5,"Novice","2","2","6","0","2","1","1","7","1","2"
"black",1427,"ClassC","0","0","3","0","1","0","0","2","0","1"
"white",1298,"ClassD","0","0","1","0","0","0","0","3","0","2"
"black",1459.5,"ClassC","0","0","2","0","1","0","0","1","0","0"
"black",1251,"ClassD","1","2","6","0","1","0","2","6","0","1"
"white",1300,"ClassD","0","1","3","0","1","1","0","3","0","1"
"white",1455.5,"ClassC","0","0","5","1","1","1","0","5","1","0"
"black",1165,"Novice","2","2","6","1","2","1","2","7","1","2"
"black",1170.5,"Novice","0","0","2","0","2","0","0","3","0","1"
"white",1129.5,"Novice","1","1","5","0","2","1","2","5","0","2"
"white",1011.5,"Novice","0","0","0","0","0","0","0","1","0","0"
"black",1095.5,"Novice","1","2","7","0","1","1","1","5","0","1"
"black",1727,"ClassB","0","1","6","0","0","0","0","4","0","0"
"black",1156,"Novice","0","0","5","0","2","0","0","5","0","2"
"draw",1078,"Novice","0","0","0","0","0","0","0","0","0","1"
"white",1090,"Novice","0","0","0","0","1","0","0","2","0","0"
"black",1112.5,"Novice","1","0","4","0","1","1","0","3","0","0"
"black",1051.5,"Novice","0","1","7","1","0","0","0","6","0","0"
"white",1277.5,"ClassD","0","1","5","1","0","2","2","2","1","1"
"black",1281.5,"ClassD","1","0","3","0","2","1","0","5","0","0"
"white",1273,"ClassD","0","1","5","1","2","2","1","7","1","2"
"black",1256.5,"ClassD","0","1","4","0","1","0","0","2","0","0"
"white",1229,"ClassD","0","0","0","0","0","1","0","5","0","1"
"white",1232,"ClassD","0","0","1","0","0","0","0","2","0","1"
"black",1260.5,"ClassD","1","0","4","1","1","0","0","3","1","1"
"black",1233.5,"ClassD","0","0","2","0","0","0","0","1","0","0"
"draw",1230,"ClassD","0","0","1","0","0","0","0","1","0","0"
"white",1249,"ClassD","1","0","4","1","1","0","0","5","1","2"
"black",1249,"ClassD","0","1","4","0","0","0","0","2","0","0"
"draw",1239.5,"ClassD","0","0","0","0","0","0","0","0","0","0"
"black",1246,"ClassD","0","0","3","0","0","0","0","2","0","0"
"black",1238,"ClassD","1","2","2","0","2","1","1","2","0","2"
"white",1245.5,"ClassD","0","1","6","0","2","0","0","5","0","2"
"black",1238,"ClassD","0","0","3","0","0","0","0","0","0","0"
"white",1281.5,"ClassD","1","0","5","1","2","0","1","5","1","2"
"white",1253,"ClassD","0","0","1","0","0","0","0","2","0","1"
"black",1236,"ClassD","1","0","4","0","2","0","0","2","0","1"
"black",1635.5,"ClassB","0","1","3","0","1","0","0","4","0","1"
"black",1327.5,"ClassD","2","0","6","1","2","1","0","6","1","2"
"white",1642.5,"ClassB","0","0","4","1","1","1","0","4","1","1"
"black",1816,"ClassA","2","0","3","0","0","0","0","5","0","0"
"white",1635.5,"ClassB","0","0","2","0","0","0","1","2","0","1"
"black",1635.5,"ClassB","1","2","5","1","2","2","1","5","1","2"
"black",1535.5,"ClassC","0","1","5","0","1","1","0","5","0","1"
"black",1799,"ClassB","1","0","5","1","1","1","0","4","1","1"
"black",1460.5,"ClassC","0","0","7","1","1","0","0","6","1","1"
"black",1598.5,"ClassC","2","1","7","0","1","2","1","7","0","1"
"white",989,"Novice","1","1","3","1","1","2","1","6","1","2"
"white",1158.5,"Novice","0","0","1","0","1","1","0","3","0","1"
"white",1117.5,"Novice","2","2","5","1","2","2","2","6","1","2"
"black",1117.5,"Novice","1","0","4","0","2","0","0","2","0","0"
"white",1132,"Novice","1","0","3","0","0","0","0","4","0","1"
"white",1176,"Novice","0","0","6","0","1","0","1","5","1","0"
"black",1146.5,"Novice","2","0","4","0","2","1","0","4","0","1"
"black",1103.5,"Novice","0","0","4","0","1","0","0","3","0","2"
"white",977.5,"Novice","0","1","5","0","2","1","0","6","1","2"
"black",1110,"Novice","0","0","3","0","1","0","0","0","0","0"
"white",1205,"ClassD","0","0","0","0","0","0","0","3","0","2"
"black",1289,"ClassD","2","1","5","1","2","2","1","5","0","2"
"black",1289,"ClassD","2","2","6","0","0","1","0","5","0","0"
"white",1243,"ClassD","2","1","7","1","2","1","2","7","1","2"
"black",1244,"ClassD","0","0","2","0","0","0","0","3","0","0"
"white",1481,"ClassC","0","1","6","1","2","2","0","6","1","2"
"white",1136.5,"Novice","0","0","5","0","1","1","1","4","0","2"
"black",1144,"Novice","1","0","7","1","2","0","0","4","1","2"
"black",1091.5,"Novice","2","0","6","1","1","0","2","5","1","2"
"black",1200,"ClassD","2","1","8","1","2","2","1","7","1","2"
"white",1202.5,"ClassD","1","2","7","1","2","1","2","8","1","2"
"white",1071.5,"Novice","0","0","0","0","0","0","0","2","0","0"
"black",959,"Novice","1","0","5","0","1","0","0","0","0","0"
"white",959,"Novice","1","0","3","0","2","1","0","5","0","2"
"white",959,"Novice","2","2","7","1","2","2","2","7","1","2"
"black",959,"Novice","0","1","6","1","2","0","0","4","0","0"
"black",959,"Novice","2","1","7","1","2","2","1","7","1","2"
"white",1185.5,"Novice","0","0","5","0","1","1","1","5","1","2"
"white",1272.5,"ClassD","1","1","6","1","1","1","0","6","1","2"
"black",1128.5,"Novice","0","0","6","0","2","1","1","5","0","1"
"black",1151.5,"Novice","2","1","7","1","2","2","1","7","1","2"
"white",1359.5,"ClassD","2","1","5","1","1","1","0","5","1","2"
"white",1192.5,"Novice","0","1","6","1","2","2","0","5","1","2"
"white",1153,"Novice","0","0","1","0","0","0","0","4","0","1"
"white",1181.5,"Novice","0","0","3","1","1","1","0","5","1","2"
"black",1342,"ClassD","1","2","6","1","2","2","1","6","1","2"
"black",1243,"ClassD","0","1","6","1","1","0","0","7","1","2"
"white",1311,"ClassD","2","2","7","1","2","2","2","7","1","2"
"white",1207,"ClassD","2","2","8","0","2","2","2","7","1","2"
"draw",1154.5,"Novice","2","2","6","0","2","1","1","2","0","1"
"white",1070,"Novice","1","1","3","0","1","2","2","5","1","2"
"black",1070,"Novice","0","1","3","1","1","0","0","0","0","0"
"white",1191,"Novice","2","2","7","1","2","2","2","7","1","2"
"white",1258.5,"ClassD","1","2","6","0","2","1","2","7","1","2"
"black",1230.5,"ClassD","0","0","1","0","0","1","1","4","0","2"
"black",1258,"ClassD","2","1","7","1","2","1","2","6","1","1"
"white",1371,"ClassD","0","0","2","0","2","0","0","4","0","2"
"black",1112.5,"Novice","0","0","5","0","2","0","0","4","0","1"
"black",1134,"Novice","0","0","4","0","2","0","0","3","0","1"
"black",1136,"Novice","1","0","6","0","1","0","0","4","0","1"
"white",1266.5,"ClassD","0","0","4","0","1","0","0","6","0","1"
"white",1275,"ClassD","1","2","7","1","2","2","1","6","1","2"
"black",1275,"ClassD","2","2","7","0","2","2","1","6","0","2"
"white",1275.5,"ClassD","0","1","5","0","1","0","1","5","0","1"
"white",1203,"ClassD","0","1","3","0","1","0","1","5","1","0"
"black",1055,"Novice","1","0","5","1","0","0","1","4","0","1"
"black",1139.5,"Novice","0","0","6","0","0","0","0","1","0","0"
"white",1139.5,"Novice","1","1","7","1","1","2","1","5","1","2"
"white",1177,"Novice","1","0","5","0","1","0","1","4","1","0"
"white",1211.5,"ClassD","0","0","2","0","0","0","0","4","0","0"
"black",1216,"ClassD","0","1","7","1","2","0","0","7","1","2"
"white",1157,"Novice","0","1","4","0","1","0","1","6","0","1"
"black",1157,"Novice","2","0","7","1","2","1","0","7","1","2"
"black",1229,"ClassD","0","0","3","0","1","0","0","2","0","0"
"white",1171.5,"Novice","0","0","2","0","0","1","0","5","0","2"
"draw",1248,"ClassD","1","0","4","1","2","1","0","5","1","2"
"white",1161,"Novice","1","2","6","1","2","2","2","7","1","2"
"white",1155,"Novice","2","1","4","0","1","2","1","6","0","1"
"black",1155,"Novice","0","1","7","1","2","1","1","5","1","2"
"draw",1366.5,"ClassD","0","0","0","0","0","0","0","0","0","0"
"white",1364,"ClassD","0","1","5","0","0","0","1","7","0","0"
"black",1135,"Novice","0","1","5","1","1","0","1","4","0","1"
"white",1378,"ClassD","0","1","5","0","0","0","1","3","0","1"
"black",1345.5,"ClassD","0","1","5","0","1","0","0","3","0","1"
"white",1317,"ClassD","0","0","0","0","0","0","0","2","0","1"
"white",1112.5,"Novice","1","1","5","0","2","1","1","6","1","2"
"black",1312.5,"ClassD","1","1","6","0","2","0","1","7","0","1"
"white",1298,"ClassD","0","1","4","0","0","0","1","5","0","0"
"black",1299.5,"ClassD","0","0","3","0","0","0","0","0","0","0"
"black",1198.5,"Novice","2","0","7","0","2","1","1","4","0","1"
"draw",1334.5,"ClassD","2","1","7","1","2","2","1","7","1","2"
"white",1242,"ClassD","1","0","5","0","2","0","1","5","1","2"
"white",1242,"ClassD","0","0","5","0","0","1","1","5","0","1"
"white",1184,"Novice","0","0","3","0","1","1","1","4","0","1"
"white",1241,"ClassD","2","0","5","0","1","0","1","4","0","1"
"black",1241,"ClassD","2","2","6","1","2","1","2","6","1","2"
"black",1241,"ClassD","2","0","5","1","2","1","1","5","1","2"
"white",1241,"ClassD","1","0","4","1","1","0","0","4","1","2"
"white",1241,"ClassD","2","1","5","0","0","1","2","6","0","1"
"white",1241,"ClassD","0","2","6","0","2","2","0","5","0","2"
"white",1241,"ClassD","1","0","6","0","1","2","0","4","0","1"
"black",1241,"ClassD","1","0","5","1","2","1","1","6","1","1"
"black",986,"Novice","1","1","7","1","2","0","0","2","0","2"
"white",1241,"ClassD","1","0","5","0","1","1","2","4","1","2"
"black",1422,"ClassC","0","0","7","0","2","0","0","6","0","1"
"white",1246.5,"ClassD","0","0","6","1","2","1","2","6","1","2"
"black",1246.5,"ClassD","0","0","6","0","1","0","1","6","1","0"
"black",1246.5,"ClassD","0","0","6","1","1","0","0","5","0","1"
"white",1246.5,"ClassD","1","2","7","0","2","2","2","5","0","2"
"black",1246.5,"ClassD","1","2","6","1","2","2","0","4","0","2"
"black",1439,"ClassC","0","0","6","0","1","0","0","3","0","1"
"white",1332.5,"ClassD","1","0","4","0","2","1","1","5","0","2"
"white",1459.5,"ClassC","0","0","5","0","2","1","0","4","0","2"
"white",1346,"ClassD","1","0","4","0","1","1","1","5","0","1"
"black",1600.5,"ClassB","0","0","4","0","1","0","0","2","0","1"
"white",1605.5,"ClassB","2","0","6","1","1","0","1","6","1","2"
"black",1694.5,"ClassB","0","1","1","0","0","0","0","0","0","0"
"white",1213,"ClassD","1","0","2","0","0","0","0","4","0","1"
"white",1045,"Novice","0","0","2","0","0","0","0","4","1","1"
"black",1165.5,"Novice","2","2","7","1","1","2","2","7","1","1"
"white",1079,"Novice","1","1","6","1","2","2","1","6","1","2"
"black",964,"Novice","1","2","3","1","1","2","0","4","1","1"
"white",1181,"Novice","2","2","8","1","2","2","2","6","1","2"
"black",1411,"ClassC","2","0","6","1","2","1","0","7","1","2"
"white",1877.5,"ClassA","0","0","6","0","2","0","1","6","0","2"
"white",1825.5,"ClassA","0","0","4","1","0","0","0","3","1","0"
"draw",1977.5,"ClassA","1","0","3","0","0","0","1","3","0","0"
"white",1815.5,"ClassA","1","1","7","0","0","1","1","7","0","0"
"draw",1861.5,"ClassA","0","0","1","0","0","0","0","0","0","0"
"black",1861,"ClassA","0","0","3","0","2","0","0","3","0","2"
"draw",1860.5,"ClassA","1","0","2","0","0","1","0","3","0","0"
"black",1860.5,"ClassA","0","0","4","0","1","0","0","1","0","1"
"black",1860.5,"ClassA","1","0","2","0","0","1","0","0","0","0"
"black",1174,"Novice","0","0","3","0","2","0","0","3","0","1"
"black",1474,"ClassC","0","1","5","1","0","2","0","5","0","1"
"white",1588,"ClassC","1","0","5","1","1","0","1","4","1","2"
"white",1725,"ClassB","0","0","5","1","2","0","0","6","0","2"
"black",1729.5,"ClassB","1","1","3","0","1","0","1","2","0","1"
"black",1620,"ClassB","0","0","1","0","2","1","0","1","0","0"
"white",1553.5,"ClassC","0","0","6","0","0","1","0","5","0","1"
"black",1540,"ClassC","0","0","5","1","1","0","1","4","1","1"
"black",1485,"ClassC","1","1","5","1","0","1","0","3","0","1"
"white",1572,"ClassC","0","1","3","0","1","0","1","4","0","2"
"white",1404,"ClassC","0","0","2","0","0","0","0","2","0","0"
"black",1588.5,"ClassC","0","0","5","1","1","0","0","4","1","0"
"white",1651.5,"ClassB","0","0","3","0","0","1","0","4","0","0"
"white",1698,"ClassB","1","2","1","0","1","1","2","3","1","1"
"white",1670,"ClassB","0","0","2","0","0","0","0","3","0","1"
"white",1771.5,"ClassB","1","0","3","0","0","2","0","4","0","0"
"white",1592.5,"ClassC","0","0","6","1","1","2","0","6","1","1"
"white",1583,"ClassC","1","0","2","0","1","1","2","4","0","1"
"white",1562.5,"ClassC","0","0","5","0","0","1","0","2","1","1"
"black",1624.5,"ClassB","0","0","6","1","2","0","1","6","1","2"
"white",1732.5,"ClassB","2","2","6","1","2","2","2","6","1","2"
"black",1666.5,"ClassB","1","0","2","0","1","1","0","4","0","0"
"white",1679,"ClassB","1","0","7","1","2","1","1","7","1","2"
"black",1626,"ClassB","1","0","4","0","0","0","0","2","0","0"
"black",1411,"ClassC","0","0","2","0","0","0","0","1","0","0"
